Machine ID,Machine Type,Operational Time,Maintenance Time,Cool Down Time
M1009,Shaping,32,16,18
M1010,Shaping,32,16,18
M1011,Shaping,32,16,18
M1012,Drilling,32,16,18
M1013,Drilling,32,16,18
M1014,Drilling,32,16,18
M1015,Drilling,32,16,18
M1016,Drilling,32,16,18
M1017,Drilling,32,16,18
M1018,Drilling,32,16,18
M1019,Drilling,32,16,18
M1020,Drilling,32,16,18
M1021,Lathe,32,16,18
M1022,Lathe,32,16,18
M1023,Lathe,32,16,18
M1024,Lathe,32,16,18
M1025,Lathe,32,16,18
M1026,Lathe,32,16,18
M1027,Lathe,33,16,18
M1028,Lathe,33,16,18
M1029,Lathe,33,16,18
M1030,Grinding,33,16,18
M1031,Grinding,33,16,18
M1032,Grinding,33,16,18
M1033,Grinding,33,16,18
M1034,Grinding,33,16,18
M1035,Grinding,33,16,18
M1036,Grinding,33,16,18
M1037,Grinding,33,16,18
M1038,Grinding,33,16,18
M1039,Milling,33,16,19
M1040,Milling,33,16,19
M1041,Milling,33,16,19
M1042,Milling,33,16,19
M1043,Milling,33,16,19
M1044,Milling,33,16,19
M1045,Milling,33,16,19
M1046,Milling,33,16,19
M1047,Milling,33,16,19
M1048,Shaping,33,16,19
M1049,Shaping,33,16,19
M1050,Shaping,33,16,19
M1051,Shaping,33,16,19
M1052,Shaping,34,17,19
M1053,Shaping,34,17,19
M1054,Shaping,34,17,19
M1055,Shaping,34,17,19
M1056,Shaping,34,17,19
M1057,Drilling,34,17,19
M1058,Drilling,34,17,19
M1059,Drilling,34,17,19
M1060,Drilling,34,17,19
M1061,Drilling,34,17,19
M1062,Drilling,34,17,19
M1063,Drilling,34,17,19
M1064,Drilling,34,17,19
M1065,Drilling,34,17,19
M1066,Lathe,34,17,19
M1067,Lathe,34,17,19
M1068,Lathe,34,17,19
M1069,Lathe,34,17,19
M1070,Lathe,34,17,19
M1071,Lathe,34,17,19
M1072,Lathe,34,17,19
M1073,Lathe,34,17,19
M1074,Lathe,34,17,19
M1075,Grinding,34,17,19
M1076,Grinding,35,17,19
M1077,Grinding,35,17,19
M1078,Grinding,35,17,19
M1079,Grinding,35,17,19
M1080,Grinding,35,17,19
M1081,Grinding,35,17,19
M1082,Grinding,35,17,19
M1083,Grinding,35,17,19
M1084,Milling,35,17,19
M1085,Milling,35,17,19
M1086,Milling,35,17,19
M1087,Milling,35,17,19
M1088,Milling,35,17,19
M1089,Milling,35,17,19
M1090,Milling,35,17,19
M1091,Milling,35,17,19
M1092,Milling,35,17,19
M1093,Shaping,35,17,19
M1094,Shaping,35,17,19
M1095,Shaping,35,17,19
M1096,Shaping,35,17,19
M1097,Shaping,35,17,19
M1098,Shaping,35,17,19
M1099,Shaping,35,17,19
M1100,Shaping,35,18,19
M1101,Shaping,36,18,19
M1102,Drilling,36,18,19
M1103,Drilling,36,18,19
M1104,Drilling,36,18,19
M1105,Drilling,36,18,20
M1106,Drilling,36,18,20
M1107,Drilling,36,18,20
M1108,Drilling,36,18,20
M1109,Drilling,36,18,20
M1110,Drilling,36,18,20
M1111,Lathe,36,18,20
M1112,Lathe,36,18,20
M1113,Lathe,36,18,20
M1114,Lathe,36,18,20
M1115,Lathe,36,18,20
M1116,Lathe,36,18,20
M1117,Lathe,36,18,20
M1118,Lathe,36,18,20
M1119,Lathe,36,18,20
M1120,Grinding,36,18,20
M1121,Grinding,36,18,20
M1122,Grinding,36,18,20
M1123,Grinding,36,18,20
M1124,Grinding,36,18,20
M1125,Grinding,36,18,20
M1126,Grinding,37,18,20
M1127,Grinding,37,18,20
M1128,Grinding,37,18,20
M1129,Milling,37,18,20
M1130,Milling,37,18,20
M1131,Milling,37,18,20
M1132,Milling,37,18,20
M1133,Milling,37,18,20
M1134,Milling,37,18,20
M1135,Milling,37,18,20
M1136,Milling,37,18,20
M1137,Milling,37,18,20
M1138,Shaping,37,18,20
M1139,Shaping,37,18,20
M1140,Shaping,37,18,20
M1141,Shaping,37,18,20
M1142,Shaping,37,18,20
M1143,Shaping,37,18,20
M1144,Shaping,37,18,20
M1145,Shaping,37,18,20
M1146,Shaping,37,18,20
M1147,Drilling,37,18,20
M1148,Drilling,37,19,20
M1149,Drilling,37,19,20
M1150,Drilling,38,19,20
M1151,Drilling,38,19,20
M1152,Drilling,38,19,20
M1153,Drilling,38,19,20
M1154,Drilling,38,19,20
M1155,Drilling,38,19,20
M1156,Lathe,38,19,20
M1157,Lathe,38,19,20
M1158,Lathe,38,19,20
M1159,Lathe,38,19,20
M1160,Lathe,38,19,20
M1161,Lathe,38,19,20
M1162,Lathe,38,19,20
M1163,Lathe,38,19,20
M1164,Lathe,38,19,20
M1165,Grinding,38,19,20
M1166,Grinding,38,19,20
M1167,Grinding,38,19,20
M1168,Grinding,38,19,20
M1169,Grinding,38,19,20
M1170,Grinding,38,19,20
M1171,Grinding,38,19,21
M1172,Grinding,38,19,21
M1173,Grinding,38,19,21
M1174,Milling,38,19,21
M1175,Milling,39,19,21
M1176,Milling,39,19,21
M1177,Milling,39,19,21
M1178,Milling,39,19,21
M1179,Milling,39,19,21
M1180,Milling,39,19,21
M1181,Milling,39,19,21
M1182,Milling,39,19,21
M1183,Shaping,39,19,21
M1184,Shaping,39,19,21
M1185,Shaping,39,19,21
M1186,Shaping,39,19,21
M1187,Shaping,39,19,21
M1188,Shaping,39,19,21
M1189,Shaping,39,19,21
M1190,Shaping,39,19,21
M1191,Shaping,39,19,21
M1192,Drilling,39,19,21
M1193,Drilling,39,19,21
M1194,Drilling,39,19,21
M1195,Drilling,39,19,21
M1196,Drilling,39,20,21
M1197,Drilling,39,20,21
M1198,Drilling,39,20,21
M1199,Drilling,39,20,21
M1200,Drilling,40,20,21
M1201,Lathe,40,20,21
M1202,Lathe,40,20,21
M1203,Lathe,40,20,21
M1204,Lathe,40,20,21
M1205,Lathe,40,20,21
M1206,Lathe,40,20,21
M1207,Lathe,40,20,21
M1208,Lathe,40,20,21
M1209,Lathe,40,20,21
M1210,Grinding,40,20,21
M1211,Grinding,40,20,21
M1212,Grinding,40,20,21
M1213,Grinding,40,20,21
M1214,Grinding,40,20,21
M1215,Grinding,40,20,21
M1216,Grinding,40,20,21
M1217,Grinding,40,20,21
M1218,Grinding,40,20,21
M1219,Milling,40,20,21
M1220,Milling,40,20,21
M1221,Milling,40,20,21
M1222,Milling,40,20,21
M1223,Milling,40,20,21
M1224,Milling,41,20,21
M1225,Milling,41,20,21
M1226,Milling,41,20,21
M1227,Milling,41,20,21
M1228,Shaping,41,20,21
M1229,Shaping,41,20,21
M1230,Shaping,41,20,21
M1231,Shaping,41,20,21
M1232,Shaping,41,20,21
M1233,Shaping,41,20,21
M1234,Shaping,41,20,21
M1235,Shaping,41,20,21
M1236,Shaping,41,20,21
M1237,Drilling,41,20,22
M1238,Drilling,41,20,22
M1239,Drilling,41,20,22
M1240,Drilling,41,20,22
M1241,Drilling,41,20,22
M1242,Drilling,41,20,22
M1243,Drilling,41,20,22
M1244,Drilling,41,21,22
M1245,Drilling,41,21,22
M1246,Lathe,41,21,22
M1247,Lathe,41,21,22
M1248,Lathe,41,21,22
M1249,Lathe,42,21,22
M1250,Lathe,42,21,22
M1251,Lathe,42,21,22
M1252,Lathe,42,21,22
M1253,Lathe,42,21,22
M1254,Lathe,42,21,22
M1255,Grinding,42,21,22
M1256,Grinding,42,21,22
M1257,Grinding,42,21,22
M1258,Grinding,42,21,22
M1259,Grinding,42,21,22
M1260,Grinding,42,21,22
M1261,Grinding,42,21,22
M1262,Grinding,42,21,22
M1263,Grinding,42,21,22
M1264,Milling,42,21,22
M1265,Milling,42,21,22
M1266,Milling,42,21,22
M1267,Milling,42,21,22
M1268,Milling,42,21,22
M1269,Milling,42,21,22
M1270,Milling,42,21,22
M1271,Milling,42,21,22
M1272,Milling,42,21,22
M1273,Shaping,42,21,22
M1274,Shaping,43,21,22
M1275,Shaping,43,21,22
M1276,Shaping,43,21,22
M1277,Shaping,43,21,22
M1278,Shaping,43,21,22
M1279,Shaping,43,21,22
M1280,Shaping,43,21,22
M1281,Shaping,43,21,22
M1282,Drilling,43,21,22
M1283,Drilling,43,21,22
M1284,Drilling,43,21,22
M1285,Drilling,43,21,22
M1286,Drilling,43,21,22
M1287,Drilling,43,21,22
M1288,Drilling,43,21,22
M1289,Drilling,43,21,22
M1290,Drilling,43,21,22
M1291,Lathe,43,21,22
M1292,Lathe,43,22,22
M1293,Lathe,43,22,22
M1294,Lathe,43,22,22
M1295,Lathe,43,22,22
M1296,Lathe,43,22,22
M1297,Lathe,43,22,22
M1298,Lathe,44,22,22
M1299,Lathe,44,22,22
M1300,Grinding,44,22,22
M1301,Grinding,44,22,22
M1302,Grinding,44,22,22
M1303,Grinding,44,22,23
M1304,Grinding,44,22,23
M1305,Grinding,44,22,23
M1306,Grinding,44,22,23
M1307,Grinding,44,22,23
M1308,Grinding,44,22,23
M1309,Milling,44,22,23
M1310,Milling,44,22,23
M1311,Milling,44,22,23
M1312,Milling,44,22,23
M1313,Milling,44,22,23
M1314,Milling,44,22,23
M1315,Milling,44,22,23
M1316,Milling,44,22,23
M1317,Milling,44,22,23
M1318,Shaping,44,22,23
M1319,Shaping,44,22,23
M1320,Shaping,44,22,23
M1321,Shaping,44,22,23
M1322,Shaping,44,22,23
M1323,Shaping,45,22,23
M1324,Shaping,45,22,23
M1325,Shaping,45,22,23
M1326,Shaping,45,22,23
M1327,Drilling,45,22,23
M1328,Drilling,45,22,23
M1329,Drilling,45,22,23
M1330,Drilling,45,22,23
M1331,Drilling,45,22,23
M1332,Drilling,45,22,23
M1333,Drilling,45,22,23
M1334,Drilling,45,22,23
M1335,Drilling,45,22,23
M1336,Lathe,45,22,23
M1337,Lathe,45,22,23
M1338,Lathe,45,22,23
M1339,Lathe,45,22,23
M1340,Lathe,45,23,23
M1341,Lathe,45,23,23
M1342,Lathe,45,23,23
M1343,Lathe,45,23,23
M1344,Lathe,45,23,23
M1345,Grinding,45,23,23
M1346,Grinding,45,23,23
M1347,Grinding,46,23,23
M1348,Grinding,46,23,23
M1349,Grinding,46,23,23
M1350,Grinding,46,23,23
M1351,Grinding,46,23,23
M1352,Grinding,46,23,23
M1353,Grinding,46,23,23
M1354,Milling,46,23,23
M1355,Milling,46,23,23
M1356,Milling,46,23,23
M1357,Milling,46,23,23
M1358,Milling,46,23,23
M1359,Milling,46,23,23
M1360,Milling,46,23,23
M1361,Milling,46,23,23
M1362,Milling,46,23,23
M1363,Shaping,46,23,23
M1364,Shaping,46,23,23
M1365,Shaping,46,23,23
M1366,Shaping,46,23,23
M1367,Shaping,46,23,23
M1368,Shaping,46,23,23
M1369,Shaping,46,23,24
M1370,Shaping,46,23,24
M1371,Shaping,46,23,24
M1372,Drilling,47,23,24
M1373,Drilling,47,23,24
M1374,Drilling,47,23,24
M1375,Drilling,47,23,24
M1376,Drilling,47,23,24
M1377,Drilling,47,23,24
M1378,Drilling,47,23,24
M1379,Drilling,47,23,24
M1380,Drilling,47,23,24
M1381,Lathe,47,23,24
M1382,Lathe,47,23,24
M1383,Lathe,47,23,24
M1384,Lathe,47,23,24
M1385,Lathe,47,23,24
M1386,Lathe,47,23,24
M1387,Lathe,47,23,24
M1388,Lathe,47,24,24
M1389,Lathe,47,24,24
M1390,Grinding,47,24,24
M1391,Grinding,47,24,24
M1392,Grinding,47,24,24
M1393,Grinding,47,24,24
M1394,Grinding,47,24,24
M1395,Grinding,47,24,24
M1396,Grinding,47,24,24
M1397,Grinding,48,24,24
M1398,Grinding,48,24,24
M1399,Milling,48,24,24
M1400,Milling,48,24,24
M1401,Milling,48,24,24
M1402,Milling,48,24,24
M1403,Milling,48,24,24
M1404,Milling,48,24,24
M1405,Milling,48,24,24
M1406,Milling,48,24,24
M1407,Milling,48,24,24
M1408,Shaping,48,24,24
M1409,Shaping,48,24,24
M1410,Shaping,48,24,24
M1411,Shaping,48,24,24
M1412,Shaping,48,24,24
M1413,Shaping,48,24,24
M1414,Shaping,48,24,24
M1415,Shaping,48,24,24
M1416,Shaping,48,24,24
M1417,Drilling,48,24,24
M1418,Drilling,48,24,24
M1419,Drilling,48,24,24
M1420,Drilling,48,24,24
M1421,Drilling,49,24,24
M1422,Drilling,49,24,24
M1423,Drilling,49,24,24
M1424,Drilling,49,24,24
M1425,Drilling,49,24,24
M1426,Lathe,49,24,24
M1427,Lathe,49,24,24
M1428,Lathe,49,24,24
M1429,Lathe,49,24,24
M1430,Lathe,49,24,24
M1431,Lathe,49,24,24
M1432,Lathe,49,24,24
M1433,Lathe,49,24,24
M1434,Lathe,49,24,24
M1435,Grinding,49,24,25
M1436,Grinding,49,25,25
M1437,Grinding,49,25,25
M1438,Grinding,49,25,25
M1439,Grinding,49,25,25
M1440,Grinding,49,25,25
M1441,Grinding,49,25,25
M1442,Grinding,49,25,25
M1443,Grinding,49,25,25
M1444,Milling,49,25,25
M1445,Milling,49,25,25
M1446,Milling,50,25,25
M1447,Milling,50,25,25
M1448,Milling,50,25,25
M1449,Milling,50,25,25
M1450,Milling,50,25,25
M1451,Milling,50,25,25
M1452,Milling,50,25,25
M1453,Shaping,50,25,25
M1454,Shaping,50,25,25
M1455,Shaping,50,25,25
M1456,Shaping,50,25,25
M1457,Shaping,50,25,25
M1458,Shaping,50,25,25
M1459,Shaping,50,25,25
M1460,Shaping,50,25,25
M1461,Shaping,50,25,25
M1462,Drilling,50,25,25
M1463,Drilling,50,25,25
M1464,Drilling,50,25,25
M1465,Drilling,50,25,25
M1466,Drilling,50,25,25
M1467,Drilling,50,25,25
M1468,Drilling,50,25,25
M1469,Drilling,50,25,25
M1470,Drilling,50,25,25
M1471,Lathe,51,25,25
M1472,Lathe,51,25,25
M1473,Lathe,51,25,25
M1474,Lathe,51,25,25
M1475,Lathe,51,25,25
M1476,Lathe,51,25,25
M1477,Lathe,51,25,25
M1478,Lathe,51,25,25
M1479,Lathe,51,25,25
M1480,Grinding,51,25,25
M1481,Grinding,51,25,25
M1482,Grinding,51,25,25
M1483,Grinding,51,25,25
M1484,Grinding,51,25,25
M1485,Grinding,51,26,25
M1486,Grinding,51,26,25
M1487,Grinding,51,26,25
M1488,Grinding,51,26,25
M1489,Milling,51,26,25
M1490,Milling,51,26,25
M1491,Milling,51,26,25
M1492,Milling,51,26,25
M1493,Milling,51,26,25
M1494,Milling,51,26,25
M1495,Milling,52,26,25
M1496,Milling,52,26,25
M1497,Milling,52,26,25
M1498,Shaping,52,26,25
M1499,Shaping,52,26,25
M1500,Shaping,52,26,25
M1501,Shaping,52,26,26
M1502,Shaping,52,26,26
M1503,Shaping,52,26,26
M1504,Shaping,52,26,26
M1505,Shaping,52,26,26
M1506,Shaping,52,26,26
M1507,Drilling,52,26,26
M1508,Drilling,52,26,26
M1509,Drilling,52,26,26
M1510,Drilling,52,26,26
M1511,Drilling,52,26,26
M1512,Drilling,52,26,26
M1513,Drilling,52,26,26
M1514,Drilling,52,26,26
M1515,Drilling,52,26,26
M1516,Lathe,52,26,26
M1517,Lathe,52,26,26
M1518,Lathe,52,26,26
M1519,Lathe,52,26,26
M1520,Lathe,53,26,26
M1521,Lathe,53,26,26
M1522,Lathe,53,26,26
M1523,Lathe,53,26,26
M1524,Lathe,53,26,26
M1525,Grinding,53,26,26
M1526,Grinding,53,26,26
M1527,Grinding,53,26,26
M1528,Grinding,53,26,26
M1529,Grinding,53,26,26
M1530,Grinding,53,26,26
M1531,Grinding,53,26,26
M1532,Grinding,53,26,26
M1533,Grinding,53,27,26
M1534,Milling,53,27,26
M1535,Milling,53,27,26
M1536,Milling,53,27,26
M1537,Milling,53,27,26
M1538,Milling,53,27,26
M1539,Milling,53,27,26
M1540,Milling,53,27,26
M1541,Milling,53,27,26
M1542,Milling,53,27,26
M1543,Shaping,53,27,26
M1544,Shaping,53,27,26
M1545,Shaping,54,27,26
M1546,Shaping,54,27,26
M1547,Shaping,54,27,26
M1548,Shaping,54,27,26
M1549,Shaping,54,27,26
M1550,Shaping,54,27,26
M1551,Shaping,54,27,26
M1552,Drilling,54,27,26
M1553,Drilling,54,27,26
M1554,Drilling,54,27,26
M1555,Drilling,54,27,26
M1556,Drilling,54,27,26
M1557,Drilling,54,27,26
M1558,Drilling,54,27,26
M1559,Drilling,54,27,26
M1560,Drilling,54,27,26
M1561,Lathe,54,27,26
M1562,Lathe,54,27,26
M1563,Lathe,54,27,26
M1564,Lathe,54,27,26
M1565,Lathe,54,27,26
M1566,Lathe,54,27,26
M1567,Lathe,54,27,27
M1568,Lathe,54,27,27
M1569,Lathe,55,27,27
M1570,Grinding,55,27,27
M1571,Grinding,55,27,27
M1572,Grinding,55,27,27
M1573,Grinding,55,27,27
M1574,Grinding,55,27,27
M1575,Grinding,55,27,27
M1576,Grinding,55,27,27
M1577,Grinding,55,27,27
M1578,Grinding,55,27,27
M1579,Milling,55,27,27
M1580,Milling,55,27,27
M1581,Milling,55,28,27
M1582,Milling,55,28,27
M1583,Milling,55,28,27
M1584,Milling,55,28,27
M1585,Milling,55,28,27
M1586,Milling,55,28,27
M1587,Milling,55,28,27
M1588,Shaping,55,28,27
M1589,Shaping,55,28,27
M1590,Shaping,55,28,27
M1591,Shaping,55,28,27
M1592,Shaping,55,28,27
M1593,Shaping,55,28,27
M1594,Shaping,56,28,27
M1595,Shaping,56,28,27
M1596,Shaping,56,28,27
M1597,Drilling,56,28,27
M1598,Drilling,56,28,27
M1599,Drilling,56,28,27
M1600,Drilling,56,28,27
